id,address,address,video
020400105,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400105
020400106,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400106
020400107,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400107
020400108,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400108
020400109,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400109
020400110,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ПЕТКО РОСЕН""",https://evideo.bg/pe202410/02.html#020400110
020400111,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ПЕТКО РОСЕН""",https://evideo.bg/pe202410/02.html#020400111
020400112,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ПЕТКО РОСЕН""",https://evideo.bg/pe202410/02.html#020400112
020400113,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ПЕТКО РОСЕН""",https://evideo.bg/pe202410/02.html#020400113
020400114,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ПЕТКО РОСЕН""",https://evideo.bg/pe202410/02.html#020400114
020400115,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ПЕТКО РОСЕН""",https://evideo.bg/pe202410/02.html#020400115
020400116,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ПЕТКО РОСЕН""",https://evideo.bg/pe202410/02.html#020400116
020400117,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ПЕТКО РОСЕН""",https://evideo.bg/pe202410/02.html#020400117
020400118,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ПЕТКО РОСЕН""",https://evideo.bg/pe202410/02.html#020400118
020400119,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ПЕТКО РОСЕН""",https://evideo.bg/pe202410/02.html#020400119
020400120,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ПЕТКО РОСЕН""",https://evideo.bg/pe202410/02.html#020400120
020400121,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ПЕТКО РОСЕН""",https://evideo.bg/pe202410/02.html#020400121
020400122,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЕЛИН ПЕЛИН""",https://evideo.bg/pe202410/02.html#020400122
020400123,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЕЛИН ПЕЛИН""",https://evideo.bg/pe202410/02.html#020400123
020400124,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЕЛИН ПЕЛИН""",https://evideo.bg/pe202410/02.html#020400124
020400125,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЕЛИН ПЕЛИН""",https://evideo.bg/pe202410/02.html#020400125
020400126,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЕЛИН ПЕЛИН""",https://evideo.bg/pe202410/02.html#020400126
020400127,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЕЛИН ПЕЛИН""",https://evideo.bg/pe202410/02.html#020400127
020400128,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЕЛИН ПЕЛИН""",https://evideo.bg/pe202410/02.html#020400128
020400129,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЕЛИН ПЕЛИН""",https://evideo.bg/pe202410/02.html#020400129
020400130,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЕЛИН ПЕЛИН""",https://evideo.bg/pe202410/02.html#020400130
020400131,ГР.БУРГАС,"ГР.БУРГАС, СУ ""КОНСТАНТИН ПЕТКАНОВ""",https://evideo.bg/pe202410/02.html#020400131
